term,count,tf
termpaper,4,0.0070921985815602835
medicine,3,0.005319148936170213
healthcare,3,0.005319148936170213
hospital,30,0.05319148936170213
termpapers,1,0.0017730496453900709
term,5,0.008865248226950355
papers,1,0.0017730496453900709
paper,5,0.008865248226950355
essay,1,0.0017730496453900709
theme,1,0.0017730496453900709
thesis,1,0.0017730496453900709
book,1,0.0017730496453900709
report,2,0.0035460992907801418
study,8,0.014184397163120567
critical,1,0.0017730496453900709
analysis,3,0.005319148936170213
subject,1,0.0017730496453900709
index,1,0.0017730496453900709
anthropology,1,0.0017730496453900709
architecture,1,0.0017730496453900709
art,1,0.0017730496453900709
black,1,0.0017730496453900709
studies,4,0.0070921985815602835
business,2,0.0035460992907801418
ecology,1,0.0017730496453900709
economics,2,0.0035460992907801418
education,1,0.0017730496453900709
film,1,0.0017730496453900709
history,2,0.0035460992907801418
law,1,0.0017730496453900709
linguistics,1,0.0017730496453900709
literature,2,0.0035460992907801418
mass,1,0.0017730496453900709
media,1,0.0017730496453900709
music,1,0.0017730496453900709
philosophy,3,0.005319148936170213
political,1,0.0017730496453900709
science,2,0.0035460992907801418
psychology,1,0.0017730496453900709
religion,1,0.0017730496453900709
shakespeare,1,0.0017730496453900709
sociology,2,0.0035460992907801418
sports,1,0.0017730496453900709
recreation,1,0.0017730496453900709
urban,1,0.0017730496453900709
women,1,0.0017730496453900709
specific,3,0.005319148936170213
click,2,0.0035460992907801418
catalog,1,0.0017730496453900709
button,1,0.0017730496453900709
title,2,0.0035460992907801418
description,1,0.0017730496453900709
yr,1,0.0017730496453900709
written,1,0.0017730496453900709
pgs,1,0.0017730496453900709
pages,1,0.0017730496453900709
fn,1,0.0017730496453900709
footnotes,1,0.0017730496453900709
sources,1,0.0017730496453900709
price,1,0.0017730496453900709
medical,2,0.0035460992907801418
various,3,0.005319148936170213
types,1,0.0017730496453900709
hospitals,11,0.01950354609929078
includes,2,0.0035460992907801418
differences,1,0.0017730496453900709
volunteers,1,0.0017730496453900709
british,1,0.0017730496453900709
levels,1,0.0017730496453900709
anxiety,4,0.0070921985815602835
male,1,0.0017730496453900709
female,1,0.0017730496453900709
patients,6,0.010638297872340425
ward,1,0.0017730496453900709
apa,1,0.0017730496453900709
format,1,0.0017730496453900709
conclusive,1,0.0017730496453900709
results,1,0.0017730496453900709
including,2,0.0035460992907801418
graphs,1,0.0017730496453900709
alternatives,1,0.0017730496453900709
chronically,1,0.0017730496453900709
ill,2,0.0035460992907801418
patient,10,0.01773049645390071
depth,1,0.0017730496453900709
discussion,1,0.0017730496453900709
hospitalization,3,0.005319148936170213
suggests,1,0.0017730496453900709
nursing,4,0.0070921985815602835
homes,1,0.0017730496453900709
outpatient,1,0.0017730496453900709
services,2,0.0035460992907801418
home,1,0.0017730496453900709
custodial,1,0.0017730496453900709
care,8,0.014184397163120567
role,3,0.005319148936170213
health,10,0.01773049645390071
expenditures,2,0.0035460992907801418
massive,1,0.0017730496453900709
focusing,2,0.0035460992907801418
blue,2,0.0035460992907801418
cross,2,0.0035460992907801418
insurance,1,0.0017730496453900709
programs,2,0.0035460992907801418
collusion,1,0.0017730496453900709
prices,1,0.0017730496453900709
consensus,1,0.0017730496453900709
failed,1,0.0017730496453900709
meet,1,0.0017730496453900709
established,1,0.0017730496453900709
goals,1,0.0017730496453900709
crisis,1,0.0017730496453900709
intervention,1,0.0017730496453900709
family,3,0.005319148936170213
emergency,4,0.0070921985815602835
setting,5,0.008865248226950355
examines,5,0.008865248226950355
level,1,0.0017730496453900709
experiences,1,0.0017730496453900709
related,3,0.005319148936170213
attitudes,1,0.0017730496453900709
adjustment,1,0.0017730496453900709
effects,2,0.0035460992907801418
cultural,1,0.0017730496453900709
ethnic,1,0.0017730496453900709
background,1,0.0017730496453900709
definitions,1,0.0017730496453900709
hypotheses,1,0.0017730496453900709
review,1,0.0017730496453900709
conclusion,1,0.0017730496453900709
afn,6,0.010638297872340425
death,3,0.005319148936170213
dying,2,0.0035460992907801418
terminally,1,0.0017730496453900709
discusses,2,0.0035460992907801418
choice,1,0.0017730496453900709
euthanasia,1,0.0017730496453900709
hostile,1,0.0017730496453900709
reactions,1,0.0017730496453900709
staff,1,0.0017730496453900709
token,1,0.0017730496453900709
economy,1,0.0017730496453900709
therapeutic,1,0.0017730496453900709
economic,1,0.0017730496453900709
value,1,0.0017730496453900709
behavior,2,0.0035460992907801418
modification,1,0.0017730496453900709
treatment,1,0.0017730496453900709
administration,3,0.005319148936170213
functions,1,0.0017730496453900709
competition,2,0.0035460992907801418
framework,1,0.0017730496453900709
research,2,0.0035460992907801418
traces,1,0.0017730496453900709
evaluation,3,0.005319148936170213
financed,1,0.0017730496453900709
status,2,0.0035460992907801418
requiring,1,0.0017730496453900709
tremendous,1,0.0017730496453900709
outlays,1,0.0017730496453900709
equipment,1,0.0017730496453900709
technology,1,0.0017730496453900709
approaches,2,0.0035460992907801418
pre,1,0.0017730496453900709
operative,1,0.0017730496453900709
teaching,2,0.0035460992907801418
reducing,2,0.0035460992907801418
stress,2,0.0035460992907801418
surgery,2,0.0035460992907801418
child,1,0.0017730496453900709
alleviate,1,0.0017730496453900709
children,1,0.0017730496453900709
prior,1,0.0017730496453900709
social,2,0.0035460992907801418
physical,1,0.0017730496453900709
diagnostic,1,0.0017730496453900709
clinic,1,0.0017730496453900709
county,1,0.0017730496453900709
usc,1,0.0017730496453900709
center,1,0.0017730496453900709
participant,1,0.0017730496453900709
observation,2,0.0035460992907801418
describes,2,0.0035460992907801418
person,1,0.0017730496453900709
ridden,1,0.0017730496453900709
missed,1,0.0017730496453900709
appointments,1,0.0017730496453900709
department,2,0.0035460992907801418
analyzes,2,0.0035460992907801418
pain,1,0.0017730496453900709
applicable,1,0.0017730496453900709
program,4,0.0070921985815602835
field,2,0.0035460992907801418
components,1,0.0017730496453900709
ambulatory,1,0.0017730496453900709
theories,1,0.0017730496453900709
inflation,2,0.0035460992907801418
reasons,1,0.0017730496453900709
expenses,1,0.0017730496453900709
implemented,1,0.0017730496453900709
reduce,1,0.0017730496453900709
overview,1,0.0017730496453900709
american,1,0.0017730496453900709
environment,1,0.0017730496453900709
operates,1,0.0017730496453900709
aged,1,0.0017730496453900709
discussed,1,0.0017730496453900709
terminal,1,0.0017730496453900709
illness,1,0.0017730496453900709
elderly,1,0.0017730496453900709
particularly,1,0.0017730496453900709
psychiatric,1,0.0017730496453900709
staffing,2,0.0035460992907801418
funding,1,0.0017730496453900709
utilization,1,0.0017730496453900709
consumer,1,0.0017730496453900709
advocacy,1,0.0017730496453900709
proposal,1,0.0017730496453900709
associated,2,0.0035460992907801418
urinary,2,0.0035460992907801418
tract,2,0.0035460992907801418
infections,2,0.0035460992907801418
prevent,1,0.0017730496453900709
findings,1,0.0017730496453900709
preventative,2,0.0035460992907801418
measures,1,0.0017730496453900709
leadership,2,0.0035460992907801418
communication,2,0.0035460992907801418
strategies,1,0.0017730496453900709
effecting,1,0.0017730496453900709
change,1,0.0017730496453900709
clinical,1,0.0017730496453900709
settings,1,0.0017730496453900709
develop,1,0.0017730496453900709
traits,1,0.0017730496453900709
nurses,1,0.0017730496453900709
residence,2,0.0035460992907801418
pilgrim,1,0.0017730496453900709
people,2,0.0035460992907801418
verge,1,0.0017730496453900709
release,1,0.0017730496453900709
mental,2,0.0035460992907801418
tells,1,0.0017730496453900709
aspects,1,0.0017730496453900709
structured,1,0.0017730496453900709
re,1,0.0017730496453900709
admission,1,0.0017730496453900709
benefits,1,0.0017730496453900709
educational,1,0.0017730496453900709
help,1,0.0017730496453900709
learn,1,0.0017730496453900709
hypertension,1,0.0017730496453900709
hope,1,0.0017730496453900709
caring,1,0.0017730496453900709
outside,1,0.0017730496453900709
systems,2,0.0035460992907801418
approach,1,0.0017730496453900709
organization,2,0.0035460992907801418
investigation,1,0.0017730496453900709
organizational,2,0.0035460992907801418
structure,5,0.008865248226950355
york,3,0.005319148936170213
city,2,0.0035460992907801418
suggestions,1,0.0017730496453900709
improvement,1,0.0017730496453900709
proposed,1,0.0017730496453900709
budgeting,1,0.0017730496453900709
baptist,1,0.0017730496453900709
plans,3,0.005319148936170213
