term,count,tf
termpaper,4,0.0016207455429497568
literature,17,0.006888168557536467
british,8,0.0032414910858995136
irish,3,0.0012155591572123178
termpapers,1,0.0004051863857374392
term,2,0.0008103727714748784
papers,2,0.0008103727714748784
paper,5,0.002025931928687196
essay,2,0.0008103727714748784
theme,22,0.008914100486223663
thesis,1,0.0004051863857374392
book,6,0.0024311183144246355
report,1,0.0004051863857374392
study,9,0.003646677471636953
critical,6,0.0024311183144246355
analysis,26,0.01053484602917342
subject,2,0.0008103727714748784
index,1,0.0004051863857374392
anthropology,1,0.0004051863857374392
architecture,1,0.0004051863857374392
art,7,0.0028363047001620746
black,3,0.0012155591572123178
studies,3,0.0012155591572123178
business,2,0.0008103727714748784
ecology,1,0.0004051863857374392
economics,1,0.0004051863857374392
education,2,0.0008103727714748784
film,2,0.0008103727714748784
healthcare,1,0.0004051863857374392
history,4,0.0016207455429497568
law,2,0.0008103727714748784
linguistics,1,0.0004051863857374392
mass,1,0.0004051863857374392
media,1,0.0004051863857374392
medicine,1,0.0004051863857374392
music,3,0.0012155591572123178
philosophy,3,0.0012155591572123178
political,6,0.0024311183144246355
science,2,0.0008103727714748784
psychology,1,0.0004051863857374392
religion,4,0.0016207455429497568
shakespeare,9,0.003646677471636953
sociology,1,0.0004051863857374392
sports,1,0.0004051863857374392
recreation,1,0.0004051863857374392
urban,1,0.0004051863857374392
women,9,0.003646677471636953
specific,1,0.0004051863857374392
click,2,0.0008103727714748784
catalog,1,0.0004051863857374392
button,1,0.0004051863857374392
title,2,0.0008103727714748784
description,2,0.0008103727714748784
yr,2,0.0008103727714748784
written,1,0.0004051863857374392
pgs,2,0.0008103727714748784
pages,1,0.0004051863857374392
fn,2,0.0008103727714748784
footnotes,1,0.0004051863857374392
sources,1,0.0004051863857374392
price,1,0.0004051863857374392
nostromo,1,0.0004051863857374392
joseph,10,0.004051863857374392
conrad,19,0.007698541329011345
examines,30,0.012155591572123177
mythical,1,0.0004051863857374392
belief,2,0.0008103727714748784
reality,2,0.0008103727714748784
focusing,2,0.0008103727714748784
characters,22,0.008914100486223663
events,1,0.0004051863857374392
time,5,0.002025931928687196
basis,3,0.0012155591572123178
discussion,10,0.004051863857374392
dead,3,0.0012155591572123178
james,12,0.004862236628849271
joyce,15,0.006077795786061589
focuses,2,0.0008103727714748784
dubliners,4,0.0016207455429497568
death,10,0.004051863857374392
style,4,0.0016207455429497568
images,3,0.0012155591572123178
afraid,1,0.0004051863857374392
virginia,3,0.0012155591572123178
woolf,4,0.0016207455429497568
motives,1,0.0004051863857374392
sex,2,0.0008103727714748784
weapon,1,0.0004051863857374392
confrontation,2,0.0008103727714748784
failure,2,0.0008103727714748784
middle,3,0.0012155591572123178
age,5,0.002025931928687196
lighthouse,1,0.0004051863857374392
examination,6,0.0024311183144246355
including,3,0.0012155591572123178
listing,1,0.0004051863857374392
published,1,0.0004051863857374392
author,8,0.0032414910858995136
novels,11,0.004457050243111832
short,6,0.0024311183144246355
stories,8,0.0032414910858995136
essays,2,0.0008103727714748784
biographies,1,0.0004051863857374392
diaries,1,0.0004051863857374392
letters,2,0.0008103727714748784
loneliness,2,0.0008103727714748784
fear,2,0.0008103727714748784
strange,1,0.0004051863857374392
portrait,12,0.004862236628849271
artist,12,0.004862236628849271
notes,7,0.0028363047001620746
structural,1,0.0004051863857374392
value,2,0.0008103727714748784
influences,4,0.0016207455429497568
writers,5,0.002025931928687196
artists,2,0.0008103727714748784
relationship,7,0.0028363047001620746
innocence,1,0.0004051863857374392
adult,1,0.0004051863857374392
logic,1,0.0004051863857374392
review,2,0.0008103727714748784
brave,6,0.0024311183144246355
world,9,0.003646677471636953
huxley,6,0.0024311183144246355
discusses,16,0.006482982171799027
constituents,1,0.0004051863857374392
utopian,1,0.0004051863857374392
society,10,0.004051863857374392
scientific,1,0.0004051863857374392
opposition,1,0.0004051863857374392
lord,6,0.0024311183144246355
jim,5,0.002025931928687196
personal,4,0.0016207455429497568
growth,1,0.0004051863857374392
character,17,0.006888168557536467
sons,4,0.0016207455429497568
lovers,4,0.0016207455429497568
dh,1,0.0004051863857374392
lawrence,15,0.006077795786061589
interpretations,5,0.002025931928687196
modern,9,0.003646677471636953
novel,24,0.009724473257698542
traces,2,0.0008103727714748784
analyzes,10,0.004051863857374392
various,8,0.0032414910858995136
aspects,4,0.0016207455429497568
development,10,0.004051863857374392
heart,10,0.004051863857374392
darkness,9,0.003646677471636953
love,12,0.004862236628849271
dalloway,2,0.0008103727714748784
lessing,1,0.0004051863857374392
golden,1,0.0004051863857374392
notebook,1,0.0004051863857374392
mailer,1,0.0004051863857374392
american,2,0.0008103727714748784
dream,1,0.0004051863857374392
pride,5,0.002025931928687196
prejudice,5,0.002025931928687196
wuthering,9,0.003646677471636953
heights,8,0.0032414910858995136
comparative,3,0.0012155591572123178
austin,5,0.002025931928687196
bronte,11,0.004457050243111832
revolutionary,1,0.0004051863857374392
light,3,0.0012155591572123178
august,1,0.0004051863857374392
passage,3,0.0012155591572123178
india,3,0.0012155591572123178
comparison,27,0.01094003241491086
stereotyped,1,0.0004051863857374392
roles,1,0.0004051863857374392
books,3,0.0012155591572123178
faulkner,2,0.0008103727714748784
forster,3,0.0012155591572123178
symbolism,8,0.0032414910858995136
george,5,0.002025931928687196
orwell,12,0.004862236628849271
dictatorship,1,0.0004051863857374392
materialism,1,0.0004051863857374392
dark,1,0.0004051863857374392
imagery,6,0.0024311183144246355
metaphor,1,0.0004051863857374392
imperialism,1,0.0004051863857374392
motivations,1,0.0004051863857374392
compared,7,0.0028363047001620746
analyzed,5,0.002025931928687196
aldous,2,0.0008103727714748784
governmental,1,0.0004051863857374392
institutional,1,0.0004051863857374392
control,1,0.0004051863857374392
examined,3,0.0012155591572123178
alan,1,0.0004051863857374392
paton,1,0.0004051863857374392
cry,1,0.0004051863857374392
beloved,1,0.0004051863857374392
country,1,0.0004051863857374392
sociopolitical,1,0.0004051863857374392
themes,12,0.004862236628849271
social,14,0.005672609400324149
criticism,6,0.0024311183144246355
eliot,8,0.0032414910858995136
wasteland,2,0.0008103727714748784
fertility,1,0.0004051863857374392
derivation,1,0.0004051863857374392
poem,1,0.0004051863857374392
respectively,5,0.002025931928687196
contrast,5,0.002025931928687196
exemplifying,1,0.0004051863857374392
period,3,0.0012155591572123178
mayor,2,0.0008103727714748784
