term,count,tf
nemzet,6,0.0013982754602656724
eeeeeee,4,0.0009321836401771149
zzzzzzz,2,0.00046609182008855747
tttttttnn,1,0.00023304591004427873
mm,2,0.00046609182008855747
tn,5,0.0011652295502213937
eeee,2,0.00046609182008855747
nn,1,0.00023304591004427873
hazai,3,0.0006991377301328362
sajtosajtokivonatok,1,0.00023304591004427873
napi,2,0.00046609182008855747
es,87,0.02027499417385225
hetilapokbol,1,0.00023304591004427873
szent,5,0.0011652295502213937
hirek,1,0.00023304591004427873
sorok,1,0.00023304591004427873
kozt,1,0.00023304591004427873
olvaso,2,0.00046609182008855747
szabad,3,0.0006991377301328362
velemenyeivel,1,0.00023304591004427873
tarkitva,1,0.00023304591004427873
um,3,0.0006991377301328362
uj,5,0.0011652295502213937
mn,4,0.0009321836401771149
magyarnemzet,1,0.00023304591004427873
nsz,7,0.0016313213703099511
nepszabadsag,2,0.00046609182008855747
mh,11,0.002563505010487066
magyar,32,0.0074574691214169195
hirlap,3,0.0006991377301328362
nszv,3,0.0006991377301328362
nepszava,1,0.00023304591004427873
eh,1,0.00023304591004427873
esti,1,0.00023304591004427873
hvg,1,0.00023304591004427873
heti,1,0.00023304591004427873
vilaggazdasag,2,0.00046609182008855747
vg,1,0.00023304591004427873
ng,1,0.00023304591004427873
napigazdasag,1,0.00023304591004427873
copyright,1,0.00023304591004427873
egyszer,2,0.00046609182008855747
mar,17,0.003961780470752739
megjelent,1,0.00023304591004427873
eshetilap,1,0.00023304591004427873
anyagot,1,0.00023304591004427873
szabadon,1,0.00023304591004427873
utankozolhetonek,1,0.00023304591004427873
tart,1,0.00023304591004427873
kulfold,2,0.00046609182008855747
ugy,10,0.0023304591004427873
latszik,2,0.00046609182008855747
nem,49,0.011419249592169658
volt,18,0.004194826380797017
az,161,0.037520391517128875
felrobbant,2,0.00046609182008855747
ott,2,0.00046609182008855747
gepen,2,0.00046609182008855747
osszesen,1,0.00023304591004427873
halalos,1,0.00023304591004427873
aldozatot,1,0.00023304591004427873
kovetelt,2,0.00046609182008855747
amerikai,7,0.0016313213703099511
twa,1,0.00023304591004427873
kozep,1,0.00023304591004427873
europai,4,0.0009321836401771149
ido,2,0.00046609182008855747
szerint,16,0.0037287345607084597
csutortokon,3,0.0006991377301328362
hajnalban,1,0.00023304591004427873
atlanti,1,0.00023304591004427873
ocean,1,0.00023304591004427873
folott,4,0.0009321836401771149
bekovetkezett,1,0.00023304591004427873
parizsba,1,0.00023304591004427873
tarto,1,0.00023304591004427873
alig,1,0.00023304591004427873
szallt,1,0.00023304591004427873
fel,8,0.0018643672803542299
kennedy,1,0.00023304591004427873
amikor,9,0.0020974131903985084
island,1,0.00023304591004427873
kozeleben,1,0.00023304591004427873
helyszinre,2,0.00046609182008855747
erkezett,1,0.00023304591004427873
mentoalakulatok,1,0.00023304591004427873
talaltak,1,0.00023304591004427873
tulelot,1,0.00023304591004427873
parizsban,1,0.00023304591004427873
tudjak,1,0.00023304591004427873
allampolgar,1,0.00023304591004427873
robbanas,1,0.00023304591004427873
oka,1,0.00023304591004427873
egyelore,1,0.00023304591004427873
ismeretes,2,0.00046609182008855747
de,12,0.002796550920531345
zarjak,1,0.00023304591004427873
ki,9,0.0020974131903985084
sem,11,0.002563505010487066
foleg,1,0.00023304591004427873
ma,5,0.0011652295502213937
kezdodo,1,0.00023304591004427873
atlantai,1,0.00023304591004427873
olimpiai,1,0.00023304591004427873
