Term,DocId,TfIdf
termpaper,270,0.01117871823374728
medicine,270,0.007712263540606779
healthcare,270,0.00828271848929613
hospital,270,0.14489801109751374
termpapers,270,0.00279467955843682
term,270,0.010609128096218643
papers,270,0.0025707545135355927
paper,270,0.012132623281738673
essay,270,0.0027777124467060557
theme,270,0.002760906163098709
thesis,270,0.0027777124467060557
book,270,0.0023585834075850803
report,270,0.004061760123637986
study,270,0.017939902304942957
critical,270,0.002511647385401565
analysis,270,0.007238179604989721
subject,270,0.0021335289597248486
index,270,0.0021218256192437283
anthropology,270,0.0027777124467060557
architecture,270,0.0026952301494810684
art,270,0.002371964977860582
black,270,0.0023585834075850803
studies,270,0.009172599183989608
business,270,0.003974197667643761
ecology,270,0.0027777124467060557
economics,270,0.0052638004315788784
education,270,0.002242487788117869
film,270,0.002601063792541444
history,270,0.004586299591994803
law,270,0.0018220448922154765
linguistics,270,0.002760906163098709
literature,270,0.005326564889378172
mass,270,0.0023585834075850803
media,270,0.0019026519384508613
music,270,0.002616414967617888
philosophy,270,0.008085690448443206
political,270,0.002053182867150305
science,270,0.004664238977522375
psychology,270,0.002727764083289928
religion,270,0.0026319002157894392
shakespeare,270,0.00279467955843682
sociology,270,0.005521812326197418
sports,270,0.002663282444689086
recreation,270,0.00271142249622446
urban,270,0.002663282444689086
women,270,0.002555791980475549
specific,270,0.006841043813665147
click,270,0.005141509027071185
catalog,270,0.002760906163098709
button,270,0.002663282444689086
title,270,0.004853049312695468
description,270,0.0025707545135355927
yr,270,0.002727764083289928
written,270,0.0023585834075850803
pgs,270,0.002760906163098709
pages,270,0.0024265246563477338
fn,270,0.0026952301494810684
footnotes,270,0.0027777124467060557
sources,270,0.002454447275085569
price,270,0.0022676378501603448
medical,270,0.007599477752461061
various,270,0.007667375941426648
types,270,0.0037997388762305295
hospitals,270,0.06389656578061398
includes,270,0.00562362121230533
differences,270,0.003924214512176007
volunteers,270,0.007852536703673195
british,270,0.004533738517677468
levels,270,0.004202912355300853
anxiety,270,0.03632608426547255
male,270,0.0057178331499038075
female,270,0.005121251170078962
patients,270,0.03542785544897418
ward,270,0.007852536703673195
apa,270,0.0071336269375239705
format,270,0.006623552340978259
conclusive,270,0.009800430832517365
results,270,0.0034222176045236663
including,270,0.003825980899280423
graphs,270,0.006946817512598746
alternatives,270,0.005185732808679805
chronically,270,0.008571446469822427
ill,270,0.012226955488865095
patient,270,0.052526482838266976
depth,270,0.004777002917524073
discussion,270,0.0029000402330304387
hospitalization,270,0.02452740562588106
suggests,270,0.006113477744432549
nursing,270,0.02128875422150028
homes,270,0.006005987280219012
outpatient,270,0.008175801875293685
services,270,0.0054885153746022436
home,270,0.001923389597605456
custodial,270,0.007852536703673195
care,270,0.030887076627875026
role,270,0.008232773061903368
health,270,0.03173357041234798
expenditures,270,0.01109768693879937
massive,270,0.006350235532773902
focusing,270,0.008047327842263516
blue,270,0.01037146561735961
cross,270,0.01037146561735961
insurance,270,0.004533738517677468
programs,270,0.0065197288490278634
collusion,270,0.009800430832517365
prices,270,0.005252648283826696
consensus,270,0.008175801875293685
failed,270,0.00505903251793132
meet,270,0.003924214512176007
established,270,0.00448884878720887
goals,270,0.005394567978283321
crisis,270,0.003989890525793647
intervention,270,0.005394567978283321
family,270,0.00971351603950692
emergency,270,0.02157827191313329
setting,270,0.02266869258838735
examines,270,0.013973397792184102
level,270,0.0029928912711817074
experiences,270,0.0048844933817376104
related,270,0.009520071123704394
attitudes,270,0.004777002917524073
adjustment,270,0.006946817512598746
effects,270,0.006389182845046599
cultural,270,0.0038922668073840243
ethnic,270,0.004445067559211757
background,270,0.004165583615588383
definitions,270,0.005808778707328543
hypotheses,270,0.007579219895468839
review,270,0.002760906163098709
conclusion,270,0.004675658212134093
afn,270,0.017509353102088898
death,270,0.01072285931228071
dying,270,0.014267253875047941
terminally,270,0.007852536703673195
discusses,270,0.00562362121230533
choice,270,0.004445067559211757
euthanasia,270,0.007852536703673195
hostile,270,0.0073424621071274876
reactions,270,0.005808778707328543
staff,270,0.003956748445984866
token,270,0.008175801875293685
economy,270,0.003956748445984866
therapeutic,270,0.0071336269375239705
economic,270,0.0030510292549104146
value,270,0.0036280193266030173
behavior,270,0.008560027235210705
modification,270,0.006623552340978259
treatment,270,0.003327632532351161
administration,270,0.010052429945816002
functions,270,0.004777002917524073
competition,270,0.01011806503586264
framework,270,0.006005987280219012
research,270,0.004717166815170161
traces,270,0.00448884878720887
evaluation,270,0.012496750846765152
financed,270,0.007852536703673195
status,270,0.006475677359671277
requiring,270,0.006005987280219012
tremendous,270,0.006777827832094624
outlays,270,0.009081521066368135
equipment,270,0.004777002917524073
technology,270,0.003655509019042672
approaches,270,0.009659867406500915
pre,270,0.004402341403929735
operative,270,0.007852536703673195
teaching,270,0.01037146561735961
reducing,270,0.011435666299807615
stress,270,0.01109768693879937
surgery,270,0.012455815492899038
child,270,0.004023663921131758
alleviate,270,0.006946817512598746
children,270,0.003711801037330935
prior,270,0.004445067559211757
social,270,0.005081909316729408
physical,270,0.0036834316377805077
diagnostic,270,0.006777827832094624
clinic,270,0.0073424621071274876
county,270,0.004533738517677468
usc,270,0.007579219895468839
center,270,0.003090874744009809
participant,270,0.008175801875293685
observation,270,0.00897769757441774
describes,270,0.007979781051587293
person,270,0.0036009493405555204
ridden,270,0.009800430832517365
missed,270,0.007852536703673195
appointments,270,0.008571446469822427
department,270,0.00742360207466187
analyzes,270,0.006564334459690489
pain,270,0.005808778707328543
applicable,270,0.006623552340978259
program,270,0.009706098625390937
field,270,0.008116186302749694
components,270,0.005322188555375067
ambulatory,270,0.009800430832517365
theories,270,0.004058093151374846
inflation,270,0.012700471065547805
reasons,270,0.004280013617605352
expenses,270,0.005548843469399685
implemented,270,0.006005987280219012
reduce,270,0.004777002917524073
overview,270,0.0035221341586923398
american,270,0.002217689486744217
environment,270,0.0036280193266030173
operates,270,0.006350235532773902
aged,270,0.007852536703673195
discussed,270,0.003924214512176007
terminal,270,0.006946817512598746
illness,270,0.006005987280219012
elderly,270,0.0057178331499038075
particularly,270,0.003496622212855284
psychiatric,270,0.006946817512598746
staffing,270,0.01714289293964485
funding,270,0.005185732808679805
utilization,270,0.006481632646521635
consumer,270,0.004533738517677468
advocacy,270,0.006113477744432549
proposal,270,0.004627078470665806
associated,270,0.009254156941331613
urinary,270,0.01960086166503473
tract,270,0.01570507340734639
infections,270,0.018163042132736267
prevent,270,0.004777002917524073
findings,270,0.005394567978283321
preventative,270,0.015158439790937676
measures,270,0.0048844933817376104
leadership,270,0.010505296567653392
communication,270,0.009351316424268187
