Term,DocId,TfIdf
termpaper,253,0.02073946409155745
education,253,0.033283239802591534
financing,253,0.03088369457310615
funding,253,0.028862697079888918
termpapers,253,0.005184866022889363
term,253,0.00787308979772015
papers,253,0.004769426136954192
paper,253,0.02701105077987084
essay,253,0.0051533875655993934
theme,253,0.005122207486801552
thesis,253,0.0051533875655993934
book,253,0.004375792900914425
report,253,0.003767816956795764
study,253,0.004160404975323942
critical,253,0.0046597668597581675
analysis,253,0.004476242650454168
subject,253,0.0039582576752789965
index,253,0.003936544898860075
anthropology,253,0.0051533875655993934
architecture,253,0.005000361198379351
art,253,0.0044006192352413435
black,253,0.013127378702743277
studies,253,0.012763188996143432
business,253,0.003686591257485331
ecology,253,0.0051533875655993934
economics,253,0.004882867505609355
film,253,0.0048256578256361
healthcare,253,0.005122207486801552
history,253,0.004254396332047811
law,253,0.0033803727605576602
linguistics,253,0.005122207486801552
literature,253,0.004941089798699489
mass,253,0.004375792900914425
media,253,0.0035299200437048884
medicine,253,0.004769426136954192
music,253,0.0048541382951858185
philosophy,253,0.005000361198379351
political,253,0.0076183890596892906
science,253,0.00865339073461388
psychology,253,0.005060720207156314
religion,253,0.004882867505609355
shakespeare,253,0.005184866022889363
sociology,253,0.005122207486801552
sports,253,0.004941089798699489
recreation,253,0.005030402262732222
urban,253,0.014823269396098468
women,253,0.004741666700619111
specific,253,0.008461291032691103
click,253,0.009538852273908384
catalog,253,0.005122207486801552
button,253,0.004941089798699489
title,253,0.009003683593290276
description,253,0.004769426136954192
yr,253,0.005060720207156314
written,253,0.004375792900914425
pgs,253,0.005122207486801552
pages,253,0.004501841796645138
fn,253,0.005000361198379351
footnotes,253,0.0051533875655993934
sources,253,0.004553645602461386
price,253,0.004207064958850115
students,253,0.025233834118125915
federal,253,0.0246945361611323
aid,253,0.007797508448650265
innovative,253,0.011142686927774748
approach,253,0.007464955432626025
seeking,253,0.009274318383018369
financial,253,0.012520408266864664
support,253,0.0051533875655993934
government,253,0.0175031716036577
legislatures,253,0.015902288845328447
notes,253,0.0065825081083014225
bills,253,0.011342110025855123
educational,253,0.021663537625308454
comparing,253,0.011781358027909477
penna,253,0.016848611452077725
jersey,253,0.00722117920843615
city,253,0.017545449805356144
schools,253,0.048104495133148184
bankrupt,253,0.016848611452077725
short,253,0.006939856269494828
explaining,253,0.014061447437646136
trouble,253,0.012574654267438713
offers,253,0.0075939709364197154
solutions,253,0.009385836645109424
full,253,0.006304358805577531
assumption,253,0.014568522042341063
district,253,0.01772519503607617
power,253,0.00538033780075384
discusses,253,0.0052166486245727095
effect,253,0.0059268077707340175
programs,253,0.0060479063665324255
school,253,0.06012637780480204
board,253,0.015881103160061968
control,253,0.005060720207156314
tax,253,0.048086852687792336
reforms,253,0.010294564857702049
finance,253,0.00896079805471467
participation,253,0.009745044842362688
centralization,253,0.016848611452077725
decentralization,253,0.015902288845328447
responsibility,253,0.006730930592776651
determining,253,0.010148341954508516
compensation,253,0.031342773674766275
personnel,253,0.025233834118125915
methods,253,0.01234726808056615
measuring,253,0.01155440779275503
teacher,253,0.011342110025855123
competence,253,0.014568522042341063
improving,253,0.01077681312807006
pay,253,0.0075939709364197154
scales,253,0.012574654267438713
tuition,253,0.052939020957414734
credits,253,0.052939020957414734
issues,253,0.004632913864234611
observes,253,0.005887412405448768
tis,253,0.014568522042341063
issue,253,0.01082815257629182
maintaining,253,0.010608085186005749
conducive,253,0.016848611452077725
destruction,253,0.011142686927774748
services,253,0.0050913201830191865
saying,253,0.010294564857702049
maintain,253,0.00896079805471467
expand,253,0.011781358027909477
private,253,0.020819568808484484
opportunities,253,0.009062020616118462
low,253,0.007105747235372763
mid,253,0.009874060346156377
budget,253,0.009166457123732213
management,253,0.006089283939581308
analyzes,253,0.006089283939581308
bid,253,0.028122894875292268
systems,253,0.011468772076457452
utilized,253,0.012888174595742409
system,253,0.00841412991770023
purchasing,253,0.025149308534877426
including,253,0.010647302107865915
sealed,253,0.016848611452077725
competitive,253,0.010608085186005749
bidding,253,0.01818237825506511
employed,253,0.010008343222867741
examines,253,0.010369732045778726
article,253,0.007797508448650265
albert,253,0.011142686927774748
head,253,0.00772825381313108
york,253,0.0048541382951858185
views,253,0.006631241943120964
cost,253,0.014325913830692032
effectiveness,253,0.008767243778323441
efficiency,253,0.009874060346156377
teaching,253,0.009620899026629638
looks,253,0.0063944870101436966
united,253,0.0050913201830191865
characterized,253,0.011781358027909477
growing,253,0.007660427210490502
declining,253,0.014568522042341063
quality,253,0.007797508448650265
afn,253,0.016242228864437727
administrators,253,0.014061447437646136
explores,253,0.00867457641988036
question,253,0.01409903109338171
administrative,253,0.010148341954508516
public,253,0.016366531943146904
definition,253,0.0075939709364197154
principals,253,0.015168264005479075
superintendents,253,0.01818237825506511
special,253,0.006089283939581308
staff,253,0.007340809616892975
involved,253,0.0135638624127636
overseeing,253,0.014061447437646136
operations,253,0.007528830715050701
choice,253,0.01649354015391731
vouchers,253,0.04092493532960355
policy,253,0.017203158114686173
discussion,253,0.00538033780075384
key,253,0.005448164403394417
factors,253,0.006886367713995551
matter,253,0.00896079805471467
perspective,253,0.016028950895930778
administration,253,0.006216634308596737
funds,253,0.01734915283976072
adult,253,0.02228537385554949
esl,253,0.01818237825506511
parochial,253,0.03636475651013022
investigates,253,0.01155440779275503
program,253,0.009003683593290276
offered,253,0.009166457123732213
specifically,253,0.007940551580030984
english,253,0.007049515546690853
language,253,0.00772825381313108
experienced,253,0.004769426136954192
start,253,0.004207064958850115
send,253,0.00423064551634555
comments,253,0.009003683593290276
com,253,0.003254873530411686
updated,253,0.004160404975323942
copyright,253,0.0031852524409641753
asm,253,0.005122207486801552
communications,253,0.004254396332047811
rights,253,0.003686591257485331
reserved,253,0.00430241869856476
