Term,DocId,TfIdf
termpaper,283,0.006085711470881724
history,283,0.01248394290485072
world,283,0.026708882120150868
war,283,0.04109678890497346
ii,283,0.028348122003741663
nazi,283,0.1033160783054424
period,283,0.00987549662260667
termpapers,283,0.001521427867720431
term,283,0.002310250288134098
papers,283,0.0013995227274460178
paper,283,0.006605018852220665
essay,283,0.0015121909458901696
theme,283,0.0015030415791386794
thesis,283,0.0015121909458901696
book,283,0.0012840164496891752
report,283,0.001105614242148564
study,283,0.0036624414454589148
critical,283,0.002734689431209426
analysis,283,0.014448412570577931
subject,283,0.0011614964606996285
index,283,0.001155125144067049
anthropology,283,0.0015121909458901696
architecture,283,0.0014672874558950993
art,283,0.001291301397213676
black,283,0.0012840164496891752
studies,283,0.007490365742910432
business,283,0.00216355934802228
ecology,283,0.0015121909458901696
economics,283,0.0042984316265595865
education,283,0.0012208138151529714
film,283,0.0014160231457465006
healthcare,283,0.0015030415791386794
law,283,0.000991924053291051
linguistics,283,0.0015030415791386794
literature,283,0.0014498950760662593
mass,283,0.0025680328993783505
media,283,0.0010358066537512413
medicine,283,0.0013995227274460178
music,283,0.0042731410474994855
philosophy,283,0.0044018623676852974
political,283,0.007824291466707921
science,283,0.002539218902821061
psychology,283,0.004454996939118301
religion,283,0.0014328105421865286
shakespeare,283,0.001521427867720431
sociology,283,0.0015030415791386794
sports,283,0.0014498950760662593
recreation,283,0.001476102594469687
urban,283,0.0028997901521325186
women,283,0.0013913771013399712
specific,283,0.0012414249391593125
click,283,0.0027990454548920355
catalog,283,0.0015030415791386794
button,283,0.0014498950760662593
title,283,0.0026420075408882674
description,283,0.0013995227274460178
yr,283,0.0014849989797061
written,283,0.0012840164496891752
pgs,283,0.0015030415791386794
pages,283,0.0013210037704441337
fn,283,0.0014672874558950993
footnotes,283,0.0015121909458901696
sources,283,0.00400861466162624
price,283,0.00123450554777069
nuremberg,283,0.010670739362045935
trial,283,0.0026897712023306888
legal,283,0.0071472676356475594
