Term,DocId,TfIdf
termpaper,273,0.012338154762883493
medicine,273,0.008512165629945641
healthcare,273,0.009141787138870872
nutrition,273,0.20813015224570772
termpapers,273,0.0030845386907208732
term,273,0.004683795104710226
papers,273,0.0028373885433152137
paper,273,0.01339099712505012
essay,273,0.0030658117807088373
theme,273,0.0030472623796236244
thesis,273,0.0030658117807088373
book,273,0.005206422864493094
report,273,0.004483038570903766
study,273,0.00742522375243725
critical,273,0.002772150930267089
analysis,273,0.007988910562063016
subject,273,0.0047096294844806855
index,273,0.002341897552355113
anthropology,273,0.0030658117807088373
architecture,273,0.0029747745681160914
art,273,0.00261798091489896
black,273,0.005206422864493094
studies,273,0.012654955821355524
business,273,0.002193197147310256
ecology,273,0.0030658117807088373
economics,273,0.005809752335441267
education,273,0.00742522375243725
film,273,0.002870841446170987
history,273,0.00506198232854221
law,273,0.0020110241080421305
linguistics,273,0.0030472623796236244
literature,273,0.008818539914704372
mass,273,0.002603211432246547
media,273,0.004199983143977636
music,273,0.0028877848174882373
philosophy,273,0.0029747745681160914
political,273,0.0022661352975983807
science,273,0.005148005446815302
psychology,273,0.0030106828629657915
religion,273,0.0029048761677206336
shakespeare,273,0.0030845386907208732
sociology,273,0.0030472623796236244
sports,273,0.002939513304901457
recreation,273,0.002992646355911146
urban,273,0.002939513304901457
women,273,0.011283496493058391
specific,273,0.002516861520487373
click,273,0.005674777086630427
catalog,273,0.0030472623796236244
button,273,0.002939513304901457
title,273,0.0053563988500200475
description,273,0.005674777086630427
yr,273,0.0030106828629657915
written,273,0.002603211432246547
pgs,273,0.0030472623796236244
pages,273,0.0026781994250100237
fn,273,0.0029747745681160914
footnotes,273,0.0030658117807088373
sources,273,0.0027090181274917052
price,273,0.002502833165343317
food,273,0.0627058777363127
leads,273,0.007667328918015055
public,273,0.004868322613225694
believe,273,0.005453234766369066
product,273,0.005106990719091028
economic,273,0.003367476516182924
reasons,273,0.004723928924323715
natural,273,0.004367135271106585
