term,count,tf
termpaper,4,0.0028388928317956
education,20,0.014194464158977998
disabilities,8,0.0056777856635912
special,10,0.007097232079488999
ed,2,0.0014194464158978
termpapers,1,0.0007097232079489
term,2,0.0014194464158978
papers,1,0.0007097232079489
paper,5,0.0035486160397444995
essay,1,0.0007097232079489
theme,1,0.0007097232079489
thesis,3,0.0021291696238466998
book,3,0.0021291696238466998
report,1,0.0007097232079489
study,6,0.0042583392476933995
critical,1,0.0007097232079489
analysis,7,0.0049680624556423
subject,3,0.0021291696238466998
index,1,0.0007097232079489
anthropology,1,0.0007097232079489
architecture,1,0.0007097232079489
art,5,0.0035486160397444995
black,1,0.0007097232079489
studies,9,0.0063875088715401
business,1,0.0007097232079489
ecology,1,0.0007097232079489
economics,1,0.0007097232079489
film,1,0.0007097232079489
healthcare,1,0.0007097232079489
history,4,0.0028388928317956
law,1,0.0007097232079489
linguistics,1,0.0007097232079489
literature,7,0.0049680624556423
mass,1,0.0007097232079489
media,1,0.0007097232079489
medicine,1,0.0007097232079489
music,1,0.0007097232079489
philosophy,2,0.0014194464158978
political,1,0.0007097232079489
science,4,0.0028388928317956
psychology,1,0.0007097232079489
religion,1,0.0007097232079489
shakespeare,1,0.0007097232079489
sociology,1,0.0007097232079489
sports,1,0.0007097232079489
recreation,2,0.0014194464158978
urban,1,0.0007097232079489
women,1,0.0007097232079489
specific,4,0.0028388928317956
click,2,0.0014194464158978
catalog,1,0.0007097232079489
button,1,0.0007097232079489
title,2,0.0014194464158978
description,3,0.0021291696238466998
yr,1,0.0007097232079489
written,1,0.0007097232079489
pgs,1,0.0007097232079489
pages,1,0.0007097232079489
fn,1,0.0007097232079489
footnotes,1,0.0007097232079489
sources,1,0.0007097232079489
price,1,0.0007097232079489
guidance,1,0.0007097232079489
counseling,3,0.0021291696238466998
schizophrenic,1,0.0007097232079489
pre,2,0.0014194464158978
psychotic,1,0.0007097232079489
boy,1,0.0007097232079489
pregnant,1,0.0007097232079489
woman,1,0.0007097232079489
paranoiac,1,0.0007097232079489
marriage,1,0.0007097232079489
consummated,1,0.0007097232079489
language,17,0.0120652945351313
training,5,0.0035486160397444995
mentally,11,0.007806955287437899
retarded,15,0.0106458481192335
discusses,13,0.009226401703335699
teachers,3,0.0021291696238466998
role,4,0.0028388928317956
helping,2,0.0014194464158978
student,4,0.0028388928317956
cope,1,0.0007097232079489
poor,1,0.0007097232079489
motor,2,0.0014194464158978
skills,6,0.0042583392476933995
hearing,3,0.0021291696238466998
impairment,1,0.0007097232079489
frequently,1,0.0007097232079489
cause,4,0.0028388928317956
speech,3,0.0021291696238466998
teaching,20,0.014194464158977998
reading,15,0.0106458481192335
deaf,12,0.008516678495386799
children,31,0.0220014194464159
child,18,0.0127750177430802
learning,21,0.014904187366926898
read,4,0.0028388928317956
due,2,0.0014194464158978
little,1,0.0007097232079489
understanding,1,0.0007097232079489
link,1,0.0007097232079489
words,1,0.0007097232079489
communication,3,0.0021291696238466998
various,4,0.0028388928317956
levels,5,0.0035486160397444995
methods,8,0.0056777856635912
employed,2,0.0014194464158978
afn,21,0.014904187366926898
strategies,5,0.0035486160397444995
emotionally,6,0.0042583392476933995
disturbed,4,0.0028388928317956
appropriate,2,0.0014194464158978
classroom,14,0.0099361249112846
control,2,0.0014194464158978
motivational,1,0.0007097232079489
techniques,4,0.0028388928317956
slow,12,0.008516678495386799
learner,5,0.0035486160397444995
integrated,1,0.0007097232079489
nature,1,0.0007097232079489
perceptual,2,0.0014194464158978
suggesting,1,0.0007097232079489
improvement,2,0.0014194464158978
single,1,0.0007097232079489
system,3,0.0021291696238466998
proves,1,0.0007097232079489
academic,2,0.0014194464158978
achievement,3,0.0021291696238466998
disabled,8,0.0056777856635912
physical,2,0.0014194464158978
teacher,8,0.0056777856635912
school,10,0.007097232079488999
play,2,0.0014194464158978
creating,1,0.0007097232079489
positive,1,0.0007097232079489
atmosphere,1,0.0007097232079489
effects,6,0.0042583392476933995
parental,4,0.0028388928317956
pressure,2,0.0014194464158978
impaired,5,0.0035486160397444995
entailed,1,0.0007097232079489
result,1,0.0007097232079489
rejection,3,0.0021291696238466998
genetic,1,0.0007097232079489
biologic,1,0.0007097232079489
reader,3,0.0021291696238466998
profile,1,0.0007097232079489
includes,6,0.0042583392476933995
program,5,0.0035486160397444995
implemented,3,0.0021291696238466998
improve,1,0.0007097232079489
results,5,0.0035486160397444995
disorders,2,0.0014194464158978
notes,2,0.0014194464158978
audio,1,0.0007097232079489
visual,2,0.0014194464158978
quotes,1,0.0007097232079489
books,2,0.0014194464158978
educational,4,0.0028388928317956
outlines,1,0.0007097232079489
lesson,2,0.0014194464158978
plans,2,0.0014194464158978
comparison,1,0.0007097232079489
students,14,0.0099361249112846
low,1,0.0007097232079489
income,1,0.0007097232079489
families,1,0.0007097232079489
reviews,2,0.0014194464158978
previous,1,0.0007097232079489
research,7,0.0049680624556423
draws,1,0.0007097232079489
conclusion,2,0.0014194464158978
handicapped,20,0.014194464158977998
overview,1,0.0007097232079489
acquired,1,0.0007097232079489
traumatic,1,0.0007097232079489
populations,3,0.0021291696238466998
job,1,0.0007097232079489
opportunities,1,0.0007097232079489
rehabilitation,1,0.0007097232079489
programs,6,0.0042583392476933995
arts,2,0.0014194464158978
outlined,1,0.0007097232079489
curriculum,7,0.0049680624556423
sounds,1,0.0007097232079489
recall,1,0.0007097232079489
vocabulary,1,0.0007097232079489
mental,11,0.007806955287437899
retardation,9,0.0063875088715401
dilemma,1,0.0007097232079489
family,1,0.0007097232079489
securing,1,0.0007097232079489
adequate,2,0.0014194464158978
community,1,0.0007097232079489
acceptance,1,0.0007097232079489
axline,1,0.0007097232079489
summary,1,0.0007097232079489
autistic,1,0.0007097232079489
therapy,4,0.0028388928317956
goals,1,0.0007097232079489
help,1,0.0007097232079489
capacity,1,0.0007097232079489
abuse,2,0.0014194464158978
effect,2,0.0014194464158978
analyzes,5,0.0035486160397444995
article,1,0.0007097232079489
journal,1,0.0007097232079489
deficiency,1,0.0007097232079489
topic,1,0.0007097232079489
causes,2,0.0014194464158978
examines,9,0.0063875088715401
variety,3,0.0021291696238466998
deficiencies,2,0.0014194464158978
severity,1,0.0007097232079489
sections,1,0.0007097232079489
heredity,1,0.0007097232079489
prenatal,1,0.0007097232079489
post,1,0.0007097232079489
focuses,4,0.0028388928317956
fallacy,1,0.0007097232079489
ability,2,0.0014194464158978
speak,1,0.0007097232079489
ideas,1,0.0007097232079489
progress,1,0.0007097232079489
